fid,FUNCION_PR,SUBCATEGOR,ESTABLECIM,FUNCION_SE,PROGRAMACI,SUCURSAL,SALA,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,LATITUD,LONGITUD,TELEFONO,MAIL,WEB,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_C,OTRAS_REDE,CAPACIDAD_
2388,LIBRERIA,,PETRUS HELIOAGABALA,,,,,BLANCO ENCALADA 2540,BLANCO ENCALADA,2540,BELGRANO,COMUNA 13,-34.560078987768271,-58.460458078331420,,,,,,,,,,,,0
2389,LIBRERIA,,AGUILAR LIBRERIA,,,,,BLANCO ENCALADA 2376,BLANCO ENCALADA,2376,BELGRANO,COMUNA 13,-34.559046549999998,-58.458716690000003,,,,,,,,,,,,0
2390,LIBRERIA,,TALLER DE SUEÑOS,,,,,"RIVERA, PEDRO I., DR. 2819","RIVERA, PEDRO I., DR.",2819,BELGRANO,COMUNA 13,-34.558978844328038,-58.465064635967828,4546-2178,tallerdesuenios2@gmail.com,https://www.facebook.com/taller.de.suenios1/?hc_ref=ARQ7baxw7hjCRln_jEXn51qvYyIKMH50FdVL2Ai9AdzjsPECUrviIU_BcIocXqNLA14&fref=nf,,,,,,,,,0
2391,LIBRERIA,,DISTAL LIBROS,,,CABILDO,,CABILDO AV. 2431,CABILDO AV.,2431,BELGRANO,COMUNA 13,-34.558882373122721,-58.459236293459689,,,,,,,,,,,,0
2392,LIBRERIA,,MARTYCER,,,MONROE I,,MONROE 2457,MONROE,2457,BELGRANO,COMUNA 13,-34.558661304059257,-58.460661695618718,,,,,,,,,,,,0
2393,LIBRERIA,,FUNNY BOOKS,,,,,CIUDAD DE LA PAZ 2602,CIUDAD DE LA PAZ,2602,BELGRANO,COMUNA 13,-34.558051695997079,-58.461636380207956,,,,,,,,,,,,0
2394,LIBRERIA,,LORENA GIOVACHINI,,,,,CIUDAD DE LA PAZ 2626,CIUDAD DE LA PAZ,2626,BELGRANO,COMUNA 13,-34.557976742836345,-58.461700630733120,,,,,,,,,,,,0
2395,DISQUERIA,,MAGGI,,,,,CABILDO AV. 2554,CABILDO AV.,2554,BELGRANO,COMUNA 13,-34.557886438597748,-58.460462253432993,4783-7670,,,,,,,,,,,0
2396,LIBRERIA,,EL TUNEL LIBROS,,,,,CABILDO AV. 2554,CABILDO AV.,2554,BELGRANO,COMUNA 13,-34.557886439999997,-58.460462249999999,,,,,,,,,,,,0
2397,SALA DE CINE,,CINEMA CITY GENERAL PAZ,,,,,CABILDO AV. 2702,CABILDO AV.,2702,BELGRANO,COMUNA 13,-34.556753189821031,-58.461555018102288,47890232,FHARARI@HOTMAIL.COM,http://www.cinemacity.com.ar/,https://www.facebook.com/CinemaCityBA/,@CinemaCityBA,https://www.instagram.com/cinemacitygeneralpaz/,,,,,,1576
2398,CENTRO CULTURAL,,ASOCIACION DANTE ALIGHIERI,,,CABILDO,,CABILDO AV. 2772,CABILDO AV.,2772,BELGRANO,COMUNA 13,-34.556508999999998,-58.461781899999998,4783-6768,BELGRANO@DANTE.EDU.AR,,,,,,,,,,0
2399,SALA DE CINE,,ARTE MULTIPLEX BELGRANO,,,,,CABILDO AV. 2829,CABILDO AV.,2829,BELGRANO,COMUNA 13,-34.556060127309649,-58.461770328646359,4781-6500/4953-4489,GFELDMANJ@CINESMULTIPLEX.COM.AR / VIOURNO@CINEMULTIPLEX.COM.AR,https://www.multiplex.com.ar/?fbclid=IwAR0hc-7Bkn7Wk45zohdyeB9WAUftXXaoleU7PpW5rfhWlI1B3tUnyYv0UBk,https://www.facebook.com/CinesMultiplex/?__tn__=%2Cd%2CP-R&eid=ARBlLhZKA1TLq1twp1WX78GfnWOQdbdhs8DYN67tiZwmsiG8uhfHnoBU0IR-T1EvWR6pXi8GkW7chFF8,@MultiplexCines,https://www.instagram.com/cinesmultiplex/,,,,,,792
2400,ESPACIO DE FORMACION,,PROSCENIO,,,,,CABILDO AV. 2857,CABILDO AV.,2857,BELGRANO,COMUNA 13,-34.555757800000002,-58.462052200000002,4783-0087,,WWW.ESCUELAPROSCENIO.COM,,,,,,,,,0
2401,ESPACIO DE FORMACION,,ESCUELA PROFESIONAL DE CINE ELISEO SUBIELA,,,,,CUBA 2665,CUBA,2665,BELGRANO,COMUNA 13,-34.555642100000000,-58.459236900000001,,INFO@ESCUELADECINESUBIELA.COM,WWW.ESCUELADECINESUBIELA.COM,,,,,,,,,0
2402,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DEL INSTITUTO DE BIOLOGIA Y MEDICINA EXPERIMENTAL,,,,,VUELTA DE OBLIGADO 2490,VUELTA DE OBLIGADO,2490,BELGRANO,COMUNA 13,-34.557927308880139,-58.458777191281548,(011) 4783-2869,DBECU@DNA.UBA.AR,HTTP://WWW.IBYME.ORG.AR/,,,,CAICYT,,,,,0
2403,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA INGEBI,,,,,VUELTA DE OBLIGADO 2490,VUELTA DE OBLIGADO,2490,BELGRANO,COMUNA 13,-34.557927308880139,-58.458777191281548,(011) 4783-2871,INGEBI@DNA.UBA.AR,HTTP://WWW.INGEBI-CONICET.GOV.AR/,,,,CAICYT,,,,,0
2404,ESPACIO ESCENICO,SALA DE TEATRO,AUDITORIO BELGRANO,GALERIA DE ARTE,,,,LORETO. VIRREY 2348,LORETO. VIRREY,2348,BELGRANO,COMUNA 13,-34.566623703169057,-58.449358210179305,4783-1783,INFO@AUDITORIODEBELGRANO.COM.AR,WWW.AUDITORIODEBELGRA.COM.AR,WWW.FACEBOOK.COM/AUDITORIODEBELGRANO/?REF=BR_RS,@AUDITORIOB,,,,,,,1087
2405,LIBRERIA,,EL BANQUETE,,,LA PAMPA,,LA PAMPA 2516,LA PAMPA,2516,BELGRANO,COMUNA 13,-34.565527271355180,-58.455365601534929,,,,,,,,,,,,0
2406,ESPACIO DE FORMACION,,ESCUELA DE MUSICA DE BUENOS AIRES,,,,,CIUDAD DE LA PAZ 1831,CIUDAD DE LA PAZ,1831,BELGRANO,COMUNA 13,-34.565167199999998,-58.455419399999997,4783-4007 / 4784-4007 / 4782-4007,INFO@EMBA.COM.AR,WWW.EMBA.COM.AR,,,,,,,,,0
2407,LIBRERIA,,LIBRERIA NADIR,,,CABILDO,,CABILDO AV. 1786,CABILDO AV.,1786,BELGRANO,COMUNA 13,-34.565076088798932,-58.454183824085675,,,,,,,,,,,,0
2408,LIBRERIA,,GALERNA LIBROS,,,CABILDO,,CABILDO AV. 1852,CABILDO AV.,1852,BELGRANO,COMUNA 13,-34.564455690000003,-58.454770869999997,,,,,,,,,,,,0
2409,LIBRERIA,,LIBRERIA RODRIGUEZ,,,,,CABILDO AV. 1849,CABILDO AV.,1849,BELGRANO,COMUNA 13,-34.564366789860138,-58.454526708943007,,,,,,,,,,,,0
2410,LIBRERIA,,LIBRERIA UNIVERSITARIA,,,,,ZABALA 1837,ZABALA,1837,BELGRANO,COMUNA 13,-34.564256499999999,-58.443789199999998,,,,,,,,,,,,0
2411,ESPACIO DE FORMACION,,UNIV. DE BELGRANO (FACULTAD HUM. Y ARQ. Y URB.),,,,,ZABALA 1837,ZABALA,1837,BELGRANO,COMUNA 13,-34.564254300000002,-58.443790399999997,4788-5400 / 5000,INGRESO@UB.EDU.AR,WWW.UB.EDU.AR,,,,,,,,,0
2412,LIBRERIA,,SBS LIBRERIA INTERNACIONAL,,,SUCRE,,"SUCRE, ANTONIO JOSE DE, MCAL. 2441","SUCRE, ANTONIO JOSE DE, MCAL.",2441,BELGRANO,COMUNA 13,-34.564197153441739,-58.455595826926434,,,,,,,,,,,,0
2413,ESPACIO DE FORMACION,,ESCUELA SUPERIOR DE CREATIVOS PUBLICITARIOS,,,,,CIUDAD DE LA PAZ 1937,CIUDAD DE LA PAZ,1937,BELGRANO,COMUNA 13,-34.564152300000003,-58.456296700000003,4787-2929,INFO@ESCUELADECREATIVOS.COM.AR,WWW.ESCUELADECREATIVOS.COM.AR,,,,,,,,,0
2414,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - SOCIEDAD ARGENTINA DE PSICOANALISIS,,,,,ARCOS 1521,ARCOS,1521,BELGRANO,COMUNA 13,-34.565710093507775,-58.449202284648067,011 4781-3236 4784-7584,BIBLIOTECA@SAPSICOANALISIS.ORG.AR IGNACIOMANCINI@GMAIL.COM,WWW.SAPSICOANALISIS.ORG.AR,,,,RENICS,,,,,0
2415,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA LEOPOLDO LUGONES,,,,,LA PAMPA 2215,LA PAMPA,2215,BELGRANO,COMUNA 13,-34.563838844049990,-58.452593938324270,4783-1567,BIBLIOTECA_LUGONES@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
2416,LIBRERIA,,LIBRERIA YENNY,,,CABILDO,,CABILDO AV. 1978,CABILDO AV.,1978,BELGRANO,COMUNA 13,-34.563292240000003,-58.455773450000002,,,,,,,,,,,,0
2417,LIBRERIA,,YENNY (CABILDO),,,,,CABILDO AV. 1978,CABILDO AV.,1978,BELGRANO,COMUNA 13,-34.563292199999999,-58.455773499999999,,,,,,,,,,,,0
2418,LIBRERIA,,LIBRERIA CUSPIDE,,,CABILDO,,CABILDO AV. 1965,CABILDO AV.,1965,BELGRANO,COMUNA 13,-34.563303320522195,-58.455442103365556,,,,,,,,,,,,0
2419,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL MARIA ROSA GONELLA,,,,,ZABALA 1837,ZABALA,1837,BELGRANO,COMUNA 13,-34.564256462827565,-58.443789223829960,011 4788-5400 Int. 2140. 41,"BIBLIO@UB.EDU.AR, BIBLIO@UBRECT.EDU.AR, MERP@UB.EDU.AR",HTTP://UBBD.UB.EDU.AR/DEFAULT.ASP,,,,BIBLIOTECASJURIRED,,,,,0
2420,ESPACIO DE FORMACION,,"ESCUELA DE DISEÑO Y MODA ""DONATO DELEGO""",,,,,SUCRE. ANTONIO JOSE DE. MCAL. 2371,SUCRE. ANTONIO JOSE DE. MCAL.,2371,BELGRANO,COMUNA 13,-34.563729299999999,-58.454814900000002,4787-3917 / 4781-1408,INFO@DONATODELEGO.COM,WWW.DONATODELEGO.COM,,,,,,,,,0
2421,ESPACIO DE EXHIBICION,MUSEO,MUSEO INTERACTIVO DE MATEMATICA - MATEUBA MUSEUM,,,,,GUIRALDES. INT. 2620,GUIRALDES. INT.,2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,,LECHAGUE@DM.UBA.AR,WWW.MATE.DM.UBA.AR,,,,,,,,,0
2422,ESPACIO DE FORMACION,,FACULTAD DE ARQUITECTURA. DISEÑO Y URBANISMO,,,,,GUIRALDES. INT. 2620,GUIRALDES. INT.,2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,4789-6200,WEBMASTER@FADU.UBA.AR,WWW.FADU.UBA.AR,,,,,,,,,0
2423,LIBRERIA,,EUDEBA CIUDAD UNIVERSITARIA,,,,,"GUIRALDES, INT. 2620","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,,,,,,,,,,,,0
2424,LIBRERIA,,EUDEBA,,,,,"GUIRALDES, INT.","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,4788-5086,fadu@eudeba.com.ar,https://www.eudeba.com.ar/,,,,,,,,,0
2425,LIBRERIA,,EUDEBA,,,,,"GUIRALDES, INT.","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,4780 - 1991,ciudad@eudeba.com.ar,https://www.eudeba.com.ar/,,,,,,,,,0
2426,CALESITA,,CALESITA DE LA PLAZA REPUBLICA DE MEXICO,,,,,LA PAMPA,LA PAMPA,,BELGRANO,COMUNA 13,-34.553972942143240,-58.434868005964411,,,,,,,,,,,,0
2427,CENTRO CULTURAL,,PARQUE DE LA MEMORIA,,,,,OBLIGADO RAFAEL. AV.COSTANERA 6745,OBLIGADO RAFAEL. AV.COSTANERA,6745,BELGRANO,COMUNA 13,-34.546606105552058,-58.430946325129398,4787-9999 / 4787-6937,PARQUEDELAMEMORIA@BUENOSAIRES.GOB.AR,WWW.PARQUEDELAMEMORIA.ORG.AR,,,,,,,,,0
2428,LIBRERIA,,CP67 LIBRERIA TECNICA,,,CIUDAD UNIVERSITARIA,,"GUIRALDES, INT. 2620","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,,,,,,,,,,,,0
2429,LIBRERIA,,MEDIAPOLIS,,,,,"GUIRALDES, INT. 2620","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,,,,,,,,,,,,0
2430,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DE MICOLOGIA. PROPLAME-PRHIDEB,,,,,INTENDENTE GÜIRALDES 2160,INTENDENTE GÜIRALDES,2160,BELGRANO,COMUNA 13,-34.544674601736595,-58.439147446193836,011-4-787-2706,LAUEL@BG.FCEN.UBA.AR,,,,,CAICYT,,,,,0
2431,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,INSTITUTO DE FISICA DEL PLASMA,,,,,INTENDENTE GÜIRALDES 2160 2160,INTENDENTE GÜIRALDES 2160,2160,BELGRANO,COMUNA 13,-34.544719202242121,-58.440501135873909,(011) 4576-3371,JGENTILE@TINFIP.LFP.UBA.AR,WWW.LFP.UBA.AR,,,,CAICYT,,,,,0
2432,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DEL INSTITUTO DE CIENCIAS DE LA REHABILITACION Y MOVIEMIENTO - ICRM,,,,,DRAGONES 2201,DRAGONES,2201,BELGRANO,COMUNA 13,-34.551769579046081,-58.441903234221961,(011) 4576-0455/0451,BIRAMSAY@UNSAM.EDU.AR,LÃ BRYS - BIBLIOTECAS UNSAM,,,,UNID,,,,,0
2433,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CONICET - CENTRO DE INVESTIGACIONES DEL MAR Y LA ATMOSFERA,,,,,INT. GUIRALDES 2160,INT. GUIRALDES,2160,BELGRANO,COMUNA 13,-34.545203434763799,-58.440756403070715,^d(011) 4576-3300/09 - 4787-2693,MNUNEZ@CIMA.FCEN.UBA.AR,HTTP://WWW.CIMA.FCEN.UBA.AR/,,,,CAICYT,,,,,0
2434,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL 'DR. LUIS F. LELOIR' - FACULTAD DE CIENCIAS EXACTAS Y NATURALES - UNIVERSIDAD DE BUENOS AIRES (UBA),,,,,INT. GUIRALDES 2160,INT. GUIRALDES,2160,BELGRANO,COMUNA 13,-34.543502237019837,-58.438613705691409,11 4789-9293,ANA@BL.FCEN.UBA.AR,HTTP://WWW.BL.FCEN.UBA.AR/,,,,SIU,,,,,0
2435,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DEL IAFE,,,,,"GUIRALDES, INT. 2620","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,(011) 4789-0179 Interno 107,BIBLIOTECA@IAFE.UBA.AR,HTTP://WWW.IAFE.UBA.AR/,,,,CAICYT,,,,,0
2436,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,CENTRO DE INFORMACION Y DOCUMENTACION INSTITUTO BIBLIOGRAFICO ANTONIO ZINNY - CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET),,,,,"GUIRALDES, INT. 2620","GUIRALDES, INT.",2620,BELGRANO,COMUNA 13,-34.546474864573710,-58.438499473388070,4783-3021/22/23,BIBLIOTECA@INGELS.UBA.AR,HTTP://WWW.INGEIS.UBA.AR/,,,,,,,,,0
2437,ESPACIO DE EXHIBICION,MUSEO,"MUSEO DE MINERALOGIA ""DOCTORA E. MERTOLA""",,,,,GUIRALDES. INT. 2620,GUIRALDES. INT.,2620,BELGRANO,COMUNA 13,-34.546473200000001,-58.438501000000002,4576-3329,UBATURISMO@REC.UBA.AR,,,,,,,,,,0
2438,DISQUERIA,,COMPANIA ERMISUL S.A.,,,,,CABILDO AV. 2040,CABILDO AV.,2040,BELGRANO,COMUNA 13,-34.562675200000001,-58.456304099999997,5786-0344,,,,,,,,,,,0
2439,LIBRERIA,,TIEMPOS MODERNOS LIBROS,,,,,CUBA 1921,CUBA,1921,BELGRANO,COMUNA 13,-34.562547299999999,-58.453289599999998,,,,,,,,,,,,0
2440,BIBLIOTECA,COMUNITARIA Y/O EXTRANJERA,BIBLIOTECA POPULAR JUDIA,,,,,"HERNANDEZ, JOSE 1750","HERNANDEZ, JOSE",1750,BELGRANO,COMUNA 13,-34.562364730826239,-58.447524868429369,4786-8602/4783-0715,INFO@MUSEODELHOLOCAUSTO.ORG.AR,WWW.MUSEODELHOLOCAUSTO.ORG.AR/BIBLIOTECA-POPULAR-JUDIA /,,,,,,,,,0
2441,LIBRERIA,,MADRE MARAVILLAS DE JESUS,,,,,ECHEVERRIA 2252,ECHEVERRIA,2252,BELGRANO,COMUNA 13,-34.562278900000003,-58.454561099999999,,,,,,,,,,,,0
2442,LIBRERIA,,EL ATENEO,,,CABILDO,,CABILDO AV. 2093,CABILDO AV.,2093,BELGRANO,COMUNA 13,-34.562147860000003,-58.456437029999996,,,,,,,,,,,,0
2443,BAR,NOTABLE,CASA WATSON,,,,,VUELTA DE OBLIGADO 2072,VUELTA DE OBLIGADO,2072,BELGRANO,COMUNA 13,-34.561811061816442,-58.455425010174075,4788-4400,RESERVAS@CASAWATSON.COM,https://www.casawatson.com/,https://www.facebook.com/casawatson.cafe,,@casa.watson,,,,,,0
2444,BAR,CULTURAL,CAPISCI,,,,,VUELTA DE OBLIGADO 2072,VUELTA DE OBLIGADO,2072,BELGRANO,COMUNA 13,-34.561811061816442,-58.455425010174075,4788-4400,CAPISCI@UOLSINECTIS.COM.AR,,,,,,,,,,0
2445,LIBRERIA,,DEVA'S,,,JURAMENTO,,JURAMENTO AV. 2307,JURAMENTO AV.,2307,BELGRANO,COMUNA 13,-34.561574999999998,-58.456011400000001,,,,,,,,,,,,0
2446,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA REINA BATATA (INFANTO JUVENIL),,,,,11 DE SEPTIEMBRE DE 1888 1801,11 DE SEPTIEMBRE DE 1888,1801,BELGRANO,COMUNA 13,-34.561498589252110,-58.448739975231717,4783-3648,BIBLIOTECA_REINABATATA@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
2447,ESPACIO FERIAL,MANUALISTAS,PLAZOLETA JOAQUIN SANCHEZ,,,,,Av. Juramento y Vuelta de Obligado,Av. Juramento y Vuelta de Obligado,,BELGRANO,COMUNA 13,-34.561473073201647,-58.455664009984112,,,,,,,,,,,,0
2448,ESPACIO FERIAL,ARTESANIAS,FERIA PLAZA MANUEL BELGRANO,,,,,Av. Juramento y Vuelta de Obligado,Av. Juramento y Vuelta de Obligado,,BELGRANO,COMUNA 13,-34.561473073201647,-58.455664009984112,,,,,,,,,,,,0
2449,ESPACIO DE EXHIBICION,MUSEO,MUSEO HISTORICO SARMIENTO,,,CONGRESO DE 1880,,CUBA 2067,CUBA,2079,BELGRANO,COMUNA 13,-34.561180749098860,-58.454467764165472,47822354 / 47837555,,https://museosarmiento.cultura.gob.ar/,https://www.facebook.com/MuseoSarmiento/,@MUSEOSARMIENTO,https://www.instagram.com/museosarmiento/,,,,,,0
2450,ESPACIO ESCENICO,OTROS,EL CARROMATO,,,,SALA MOVIL,ECHEVERRIA 2083,ECHEVERRIA,2083,BELGRANO,COMUNA 13,-34.561150300000001,-58.452852800000002,4781-2490 / 6740,,,,,,,,,,,0
2451,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA,ESPACIO ESCENICO,SI,,,JURAMENTO AV. 2291,JURAMENTO AV.,2291,BELGRANO,COMUNA 13,-34.561126600000001,-58.455265099999998,4783-2640,MUSEOLARRETA@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEOLARRETA,,,,,,,,,0
2452,LIBRERIA,,GOUT ELITE GASTRONOMICA,,,,,ECHEVERRIA 2077,ECHEVERRIA,2077,BELGRANO,COMUNA 13,-34.561099276778613,-58.452762337845130,,,,,,,,,,,,0
2453,BIBLIOTECA,ARTISTICA,BIBLIOTECA ALFONSO X. EL SABIO,,,,,VUELTA DE OBLIGADO 2139,VUELTA DE OBLIGADO,2139,BELGRANO,COMUNA 13,-34.561098262898675,-58.455987392950050,4784-4040 / 4783-2640 INT. 24i- FAX: 4784-4040 INT. 21,MUSEOLARRETA_BIBLIOTECA@BUENOSAIRES.GOB.AR,WWW.MUSEOS.BUENOSAIRES.GOV.AR/DGM.HTM,,,,VITRUVIO,,,,,0
2454,MONUMENTOS Y LUGARES HISTORICOS,,QUINTA DE VALENTIN ALSINA,,,,,11 DE SEPTIEMBRE DE 1888 1888,11 DE SEPTIEMBRE DE 1888,1888,BELGRANO,COMUNA 13,-34.560910000000000,-58.449584999999999,,,,,,,,,,,,0
2455,BIBLIOTECA,HISTORICA,BIBLIOTECA - MUSEO HISTORICO SARMIENTO,,,,,JURAMENTO AV. 2180,JURAMENTO AV.,2180,BELGRANO,COMUNA 13,-34.560830615297128,-58.454415321541511,4782-2354/4781-2989,MUSEOSARMIENTO@FIBERTEL.COM.AR,WWW.MUSEOSARMIENTO.GOV.AR/BIBLIOTECA/BIBLIOTECA1.HTM,,,,UNIRED,,,,,0
2456,ESPACIO DE EXHIBICION,MUSEO,MUSEO HISTORICO SARMIENTO,,,JURAMENTO,,JURAMENTO AV. 2180,JURAMENTO AV.,2180,BELGRANO,COMUNA 13,-34.560830615297128,-58.454415321541511,4781-2989 / 4783-7555,INFO@MUSEOSARMIENTO.GOB.AR,HTTPS://MUSEOSARMIENTO.CULTURA.GOB.AR/,,,,,,,,,0
2457,SALA DE CINE,,MULTIPLEX,,,,,VUELTA DE OBLIGADO 2199,VUELTA DE OBLIGADO,2199,BELGRANO,COMUNA 13,-34.560506349895114,-58.456497813060125,4781-8187,GFELDMAN@CINESMULTIPLEX.COM,WWW.CINESMULTIPLEX.COM.AR,,,,,,,,,2314
2458,ESPACIO DE EXHIBICION,MUSEO,MUSEO LIBERO BADII,,,,,11 DE SEPTIEMBRE DE 1888 1990,11 DE SEPTIEMBRE DE 1888,1990,BELGRANO,COMUNA 13,-34.559970800000002,-58.450166799999998,4784-8650,FUNDACION@BANCOFRANCES.COM.AR,HTTP://ARGENTINA.BANCARESPONSABLE.COM/FUNDACIONBBVA/,,,,,,,,,0
2459,ESPACIO ESCENICO,SALA DE TEATRO,EL ATAJO,,,,,MONTAÑESES 1977,MONTAÑESES,1977,BELGRANO,COMUNA 13,-34.558607700000003,-58.447795599999999,4787-6773,INFO@TEATROELATAJO.COM.AR,WWW.TEATROELATAJO.COM.AR,,,,,,,,,0
2460,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA - LABORATORIO GALDERMA ARGENTINA,,,,,JURAMENTO AV. 1775,JURAMENTO AV.,1775,BELGRANO,COMUNA 13,-34.558472785251446,-58.450799499045928,4124 0146 FAX: 54 11 4124 0211,BIBLIOTECA@GALDERMA.COM,HTTP://WWW.GALDERMA.COM.AR/TEMPLATE_PARADERMATOLOGO.HTML,,,,BIBLIOMED,,,,,0
2461,LIBRERIA,,LA PORTEÑA LIBROS,,,,,JURAMENTO AV. 1705,JURAMENTO AV.,1705,BELGRANO,COMUNA 13,-34.558213557143105,-58.450306987344696,,,,,,,,,,,,0
2462,BIBLIOTECA,COMUNITARIA Y/O EXTRANJERA,BIBLIOTECA FUNDACION CENTRO DE ESPIRITUALIDAD JUDIA,,,,,"SUCRE, ANTONIO JOSE DE, MCAL. 1420","SUCRE, ANTONIO JOSE DE, MCAL.",1420,BELGRANO,COMUNA 13,-34.558200051325066,-58.445305813535143,4781-4070,SECRETARIA@MISHKAN.ORG.AR,HTTP://WWW.MISHKAN.ORG.AR/MISHKAN/BIBLIOTECA,,,,,,,,,0
2463,LIBRERIA,,LAS AMERICAS,,,,,DEL LIBERTADOR AV. 5902,DEL LIBERTADOR AV.,5902,BELGRANO,COMUNA 13,-34.557602355863310,-58.447070368025962,4784-4320,,s/d,,,,,,,,,0
2464,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - FUNDACION AMBIENTE Y RECURSOS NATURALES (FARN),,,,,MONROE 2142,MONROE,2142,BELGRANO,COMUNA 13,-34.556893234968307,-58.457453344740330,4787-5919/3820 INT.214 FAX: 4787-3820,"BIBLIO@FARN.ORG.AR, PAIZERSZTEIN@FARN.ORG.AR",WWW.FARN.ORG.AR/INFORMACION/CI/INDEX.HTML,,,,BIBLIOTECASJURIRED,,,,,0
2465,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA NORMAL SUPERIOR N°  10 J.B. ALBERDI,,,,,O'HIGGINS 2441,O'HIGGINS,2441,BELGRANO,COMUNA 13,-34.556575603932615,-58.455728632309771,4785-6973,MONTSECASTAN@HOTMAIL.COM,HTTP://ENS10DE10.BUENOSAIRES.EDU.AR/,,,,COMENIUS,,,,,0
2466,MONUMENTOS Y LUGARES HISTORICOS,,CASA DE MANSILLA,,,,,DOCTOR JUAN ANGEL GOLFARINI. 2371,DOCTOR JUAN ANGEL GOLFARINI,2371,BELGRANO,COMUNA 13,-34.556390000000000,-58.453609999999998,,,,,,,,,,,,0
2467,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRO DE INVESTIGACIONES FILOSOFICAS CIF,,,,,MIÑONES 2073,MIÑONES,2073,BELGRANO,COMUNA 13,-34.555660130612203,-58.445227418367296,4787-0533,,WWW.RIF-CIF.ORG.AR/BIBLIOTECA.HTM,,,,,,,,,0
2468,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - FUNDACION PARA LA LUCHA CONTRA LAS ENFERMEDADES NEUROLOGICAS DE LA INFANCIA (FLENI). INSTITUTO DE INVESTIGACIONES NEUROLOGICAS RAUL CARREA . DEPARTAMENTO DE DOCENCIA E INVESTIGACION,,,,,OLAZABAL 1561,OLAZABAL,1561,BELGRANO,COMUNA 13,-34.555252647967144,-58.450035147177893,5777-3200 INT. 3964,BIBLIOTECA@FLENI.ORG.AR,WWW.FLENI.ORG.AR/WEB/INVESTIGACION_BIBLIOTECA.PHP?IDIOMA=ES,,,,BIBLIOMED,,,,,0
2469,ESPACIO DE FORMACION,,INSTITUTO SUPERIOR SANTA ANA,,,,,DEL LIBERTADOR AV. 6155,DEL LIBERTADOR AV.,6155,BELGRANO,COMUNA 13,-34.555183900000003,-58.448814400000003,4784-7650 INTERNO 2 / 4783-9007,INFO@ISABELGRANO.COM.AR,WWW.ISABELGRANO.COM.AR,,,,,,,,,0
